State Name,Year,Accident Severity,Speed Limit (km/h),Driver Age,Driver Gender,Alcohol Involvement,Number of Fatalities
Maharashtra,2014,Severe,98,59,Male,1,15
Kerala,2009,Severe,75,28,Female,1,8
Andhra Pradesh,2003,Severe,83,50,Male,0,11
Maharashtra,2022,Minor,70,32,Female,0,9
Telangana,2008,Moderate,81,65,Male,1,10
Tamil Nadu,2020,Moderate,83,59,Male,0,9
Tamil Nadu,2019,Minor,82,27,Female,0,6
Karnataka,2008,Minor,82,20,Male,0,6
Maharashtra,2020,Minor,86,28,Male,1,10
Tamil Nadu,2024,Severe,45,28,Male,0,9
Kerala,2023,Minor,105,33,Female,1,9
Maharashtra,2019,Severe,48,55,Female,0,10
Kerala,2010,Moderate,50,47,Male,0,5
Kerala,2010,Moderate,119,58,Male,1,10
Tamil Nadu,2006,Minor,116,18,Female,1,9
Maharashtra,2020,Moderate,57,55,Female,1,11
Telangana,2009,Moderate,64,67,Male,0,6
Andhra Pradesh,2003,Minor,113,62,Male,0,8
Tamil Nadu,2004,Severe,97,51,Male,1,14
Tamil Nadu,2004,Moderate,69,36,Female,1,8
Telangana,2010,Minor,40,51,Female,0,5
Maharashtra,2008,Severe,102,53,Female,0,11
Maharashtra,2015,Minor,118,21,Female,0,9
Kerala,2008,Moderate,68,27,Male,0,7
Telangana,2021,Moderate,105,34,Female,0,9
Telangana,2003,Minor,114,33,Female,1,9
Maharashtra,2001,Moderate,92,38,Female,0,10
Kerala,2013,Moderate,58,45,Male,0,7
Tamil Nadu,2002,Moderate,105,25,Male,0,8
Karnataka,2017,Minor,91,46,Male,1,9
Andhra Pradesh,2020,Minor,70,23,Male,1,10
Tamil Nadu,2005,Minor,99,47,Female,0,8
Maharashtra,2010,Severe,107,19,Female,0,12
Andhra Pradesh,2020,Minor,69,64,Male,1,11
Karnataka,2017,Moderate,52,48,Male,0,8
Karnataka,2011,Severe,54,42,Male,1,9
Kerala,2004,Severe,59,40,Female,1,8
Andhra Pradesh,2008,Severe,73,60,Female,1,11
Kerala,2019,Severe,59,38,Female,0,7
Tamil Nadu,2017,Minor,89,33,Female,1,9
Telangana,2018,Minor,66,21,Male,0,6
Telangana,2002,Minor,69,60,Male,1,7
Telangana,2008,Minor,95,63,Female,1,7
Andhra Pradesh,2003,Moderate,104,25,Female,1,8
Telangana,2016,Minor,94,23,Male,1,10
Tamil Nadu,2016,Moderate,63,70,Male,1,12
Kerala,2022,Minor,64,44,Male,0,6
Andhra Pradesh,2022,Minor,92,68,Female,1,9
Kerala,2001,Moderate,115,53,Male,1,9
Andhra Pradesh,2008,Minor,50,53,Female,0,6
Kerala,2008,Moderate,99,41,Male,0,8
Karnataka,2004,Severe,116,23,Female,1,10
Kerala,2014,Severe,86,60,Male,0,10
Telangana,2014,Minor,64,50,Male,1,8
Karnataka,2002,Severe,64,19,Male,1,10
Kerala,2018,Minor,56,58,Male,1,7
Andhra Pradesh,2002,Moderate,51,33,Male,0,6
Andhra Pradesh,2005,Minor,91,55,Male,1,9
Andhra Pradesh,2003,Minor,50,26,Female,0,5
Maharashtra,2023,Severe,49,68,Male,1,14
Tamil Nadu,2012,Minor,120,22,Female,1,9
Andhra Pradesh,2012,Severe,99,70,Male,0,12
Karnataka,2010,Minor,93,27,Male,1,8
Andhra Pradesh,2004,Severe,119,47,Male,1,14
Maharashtra,2000,Severe,102,24,Male,0,10
Telangana,2008,Moderate,59,46,Female,0,5
Karnataka,2016,Moderate,44,19,Male,1,8
Maharashtra,2021,Moderate,80,37,Male,1,14
Telangana,2000,Severe,102,21,Male,0,8
Karnataka,2002,Minor,95,45,Female,1,8
Kerala,2014,Moderate,71,25,Female,1,6
Tamil Nadu,2020,Minor,66,52,Male,0,8
Tamil Nadu,2022,Minor,107,19,Male,0,7
Maharashtra,2009,Minor,87,58,Male,1,11
Telangana,2007,Moderate,46,45,Male,0,5
Tamil Nadu,2011,Severe,85,28,Female,0,9
Telangana,2024,Minor,117,53,Female,0,8
Telangana,2021,Moderate,57,26,Female,1,8
Maharashtra,2014,Moderate,77,55,Female,1,10
Maharashtra,2008,Moderate,104,18,Female,0,8
Maharashtra,2023,Severe,56,44,Female,0,11
Tamil Nadu,2024,Minor,77,20,Male,1,8
Maharashtra,2009,Minor,102,56,Male,1,10
Tamil Nadu,2019,Minor,81,26,Male,1,11
Maharashtra,2008,Severe,47,57,Female,1,13
Andhra Pradesh,2014,Severe,69,45,Male,0,9
Telangana,2022,Minor,103,38,Female,0,8
Maharashtra,2020,Minor,48,45,Male,1,9
Karnataka,2020,Moderate,96,62,Female,1,11
Telangana,2000,Moderate,98,41,Male,0,5
Telangana,2001,Moderate,106,35,Male,1,11
Maharashtra,2018,Severe,114,68,Female,1,15
Kerala,2013,Severe,44,26,Male,0,7
Maharashtra,2007,Severe,43,43,Female,0,9
Telangana,2005,Moderate,47,41,Male,1,8
Karnataka,2011,Minor,81,69,Male,1,9
Telangana,2014,Moderate,74,23,Male,1,9
Karnataka,2013,Moderate,52,70,Male,0,9
Tamil Nadu,2020,Minor,44,29,Male,1,8
Andhra Pradesh,2000,Minor,79,53,Female,0,7
Telangana,2010,Moderate,58,26,Female,1,7
Maharashtra,2024,Moderate,43,27,Female,1,9
Tamil Nadu,2002,Moderate,98,20,Male,0,7
Andhra Pradesh,2018,Minor,57,66,Female,0,7
Maharashtra,2017,Moderate,63,46,Female,1,12
Kerala,2019,Minor,70,24,Male,0,5
Maharashtra,2001,Moderate,97,43,Male,1,10
Karnataka,2024,Moderate,67,25,Male,0,8
Karnataka,2006,Severe,48,60,Female,0,8
Kerala,2007,Severe,84,30,Female,1,9
Tamil Nadu,2018,Moderate,88,52,Male,0,10
Andhra Pradesh,2021,Moderate,41,36,Female,1,9
Maharashtra,2014,Moderate,45,63,Female,0,8
Karnataka,2009,Minor,68,39,Female,0,7
Tamil Nadu,2021,Moderate,65,33,Female,1,11
Kerala,2000,Moderate,67,32,Male,1,8
Telangana,2005,Moderate,46,19,Male,0,7
Karnataka,2012,Minor,73,55,Male,1,9
Kerala,2013,Severe,95,38,Female,1,10
Maharashtra,2002,Minor,49,47,Male,1,9
Andhra Pradesh,2010,Minor,96,24,Male,1,11
Karnataka,2002,Severe,86,48,Female,0,9
Karnataka,2018,Severe,66,58,Male,1,12
Maharashtra,2009,Minor,78,58,Female,0,9
Telangana,2014,Severe,61,66,Male,1,10
Tamil Nadu,2010,Minor,58,52,Female,1,8
Andhra Pradesh,2014,Moderate,48,21,Male,1,10
Karnataka,2023,Moderate,58,51,Male,1,10
Andhra Pradesh,2012,Moderate,41,18,Male,0,7
Karnataka,2004,Moderate,100,27,Female,1,9
Andhra Pradesh,2003,Minor,98,47,Female,1,9
Kerala,2012,Minor,109,49,Male,0,6
Karnataka,2008,Moderate,110,20,Female,1,9
Andhra Pradesh,2024,Minor,109,27,Female,1,10
Tamil Nadu,2016,Severe,72,26,Female,1,10
Kerala,2001,Moderate,117,34,Male,1,10
Kerala,2023,Minor,104,64,Male,0,8
Tamil Nadu,2004,Moderate,64,20,Male,0,7
Andhra Pradesh,2015,Minor,109,44,Female,0,8
Maharashtra,2006,Minor,67,70,Male,0,8
Tamil Nadu,2000,Moderate,57,52,Male,1,9
Andhra Pradesh,2011,Severe,102,21,Male,1,12
Tamil Nadu,2020,Moderate,88,21,Male,0,10
Tamil Nadu,2010,Minor,105,66,Male,1,10
Karnataka,2011,Moderate,79,49,Male,1,9
Andhra Pradesh,2018,Minor,105,55,Female,0,10
Maharashtra,2011,Minor,119,28,Male,0,11
Karnataka,2011,Severe,43,61,Male,0,8
Tamil Nadu,2013,Severe,73,56,Male,1,12
Telangana,2001,Minor,44,62,Female,1,7
Tamil Nadu,2001,Moderate,61,23,Male,1,8
Tamil Nadu,2024,Severe,59,52,Female,1,12
Andhra Pradesh,2003,Minor,86,70,Female,1,10
Andhra Pradesh,2019,Minor,116,63,Female,1,12
Karnataka,2022,Severe,73,49,Male,0,10
Maharashtra,2015,Moderate,83,63,Female,0,9
Karnataka,2009,Minor,45,40,Male,0,4
Kerala,2012,Minor,95,59,Male,0,7
Tamil Nadu,2001,Minor,68,54,Female,1,8
Telangana,2002,Moderate,92,43,Female,0,6
Tamil Nadu,2018,Severe,40,51,Male,0,9
Tamil Nadu,2005,Moderate,98,55,Male,0,7
Karnataka,2018,Moderate,87,28,Female,0,8
Telangana,2020,Minor,46,67,Male,1,7
Telangana,2019,Minor,71,38,Male,0,6
Telangana,2018,Minor,117,60,Female,1,10
Karnataka,2007,Severe,100,41,Male,0,10
Tamil Nadu,2013,Moderate,96,32,Male,1,12
Karnataka,2009,Minor,90,20,Male,0,5
Andhra Pradesh,2002,Moderate,58,19,Male,1,8
Andhra Pradesh,2005,Severe,66,24,Female,1,10
Karnataka,2014,Moderate,102,22,Male,1,10
Telangana,2022,Minor,99,70,Female,0,6
Tamil Nadu,2022,Minor,100,62,Female,0,11
Karnataka,2017,Minor,100,57,Male,0,8
Karnataka,2013,Severe,84,46,Male,1,13
Karnataka,2018,Moderate,60,58,Male,1,9
Kerala,2009,Moderate,83,49,Male,1,8
Andhra Pradesh,2014,Severe,40,47,Female,0,8
Telangana,2003,Severe,83,25,Male,0,10
Maharashtra,2022,Minor,101,49,Female,1,11
Telangana,2001,Minor,100,59,Male,0,6
Maharashtra,2002,Moderate,118,19,Male,1,13
Kerala,2006,Minor,118,27,Female,0,5
Karnataka,2022,Severe,89,60,Female,1,13
Kerala,2015,Severe,114,60,Female,1,11
Kerala,2009,Moderate,80,54,Female,1,10
Tamil Nadu,2018,Minor,72,63,Female,0,7
Andhra Pradesh,2016,Minor,51,20,Male,0,6
Maharashtra,2018,Minor,41,69,Female,1,7
Karnataka,2004,Severe,60,40,Female,0,7
Maharashtra,2022,Minor,53,51,Male,0,8
Telangana,2019,Minor,73,35,Male,1,8
Maharashtra,2012,Minor,118,50,Female,0,8
Telangana,2012,Severe,103,50,Male,0,11
Andhra Pradesh,2010,Moderate,62,34,Male,0,6
Telangana,2010,Severe,89,23,Male,0,8
Maharashtra,2015,Severe,53,30,Male,1,12
Maharashtra,2014,Moderate,115,38,Male,0,12
Telangana,2016,Minor,85,48,Male,0,7
Kerala,2021,Minor,44,38,Female,0,4
Andhra Pradesh,2017,Moderate,105,50,Female,1,11
Tamil Nadu,2018,Severe,61,45,Male,1,12
Karnataka,2003,Minor,109,23,Female,1,8
Maharashtra,2021,Minor,41,25,Female,0,7
Karnataka,2021,Moderate,68,30,Male,1,11
Tamil Nadu,2022,Minor,100,51,Male,0,10
Karnataka,2004,Moderate,110,57,Male,1,11
Tamil Nadu,2006,Minor,55,39,Male,1,6
Telangana,2001,Minor,103,18,Female,0,4
Kerala,2000,Minor,53,30,Male,1,4
Maharashtra,2011,Moderate,82,18,Female,1,10
Tamil Nadu,2009,Moderate,115,27,Male,1,12
Karnataka,2007,Minor,82,22,Female,1,6
Maharashtra,2000,Severe,109,37,Male,1,11
Kerala,2011,Minor,94,30,Male,0,6
Telangana,2001,Minor,115,54,Male,0,6
Maharashtra,2009,Moderate,70,27,Male,1,10
Tamil Nadu,2021,Minor,115,20,Female,0,9
Kerala,2016,Moderate,113,51,Male,0,8
Karnataka,2002,Severe,79,51,Female,1,10
Kerala,2006,Moderate,66,47,Female,1,7
Kerala,2011,Moderate,91,54,Male,0,8
Andhra Pradesh,2007,Moderate,46,21,Male,1,8
Kerala,2019,Minor,85,51,Female,0,6
Kerala,2011,Moderate,72,49,Male,0,8
Maharashtra,2002,Minor,47,38,Female,1,8
Karnataka,2016,Severe,44,58,Male,1,11
Maharashtra,2008,Minor,100,41,Male,0,9
Maharashtra,2009,Moderate,111,26,Male,0,12
Tamil Nadu,2021,Severe,99,58,Female,1,15
Maharashtra,2005,Severe,63,41,Male,1,13
Andhra Pradesh,2024,Severe,46,42,Female,1,13
Andhra Pradesh,2000,Moderate,100,53,Male,1,11
Tamil Nadu,2021,Minor,75,25,Female,1,9
Telangana,2011,Severe,66,67,Male,1,11
Karnataka,2004,Minor,68,58,Female,0,6
Karnataka,2012,Minor,59,46,Male,0,6
Maharashtra,2014,Moderate,109,42,Female,1,12
Maharashtra,2021,Moderate,115,52,Female,0,12
Telangana,2010,Severe,115,55,Female,0,10
Maharashtra,2007,Severe,42,45,Female,0,8
Karnataka,2004,Severe,78,36,Female,0,7
Kerala,2001,Minor,84,49,Female,0,4
Andhra Pradesh,2011,Moderate,107,54,Male,0,10
Kerala,2001,Severe,70,66,Male,0,6
Kerala,2015,Severe,77,68,Male,0,9
Karnataka,2020,Minor,45,45,Female,1,8
Kerala,2002,Minor,47,52,Male,1,3
Telangana,2009,Severe,67,25,Female,1,9
Tamil Nadu,2018,Minor,54,58,Female,1,9
Maharashtra,2007,Moderate,47,40,Male,0,8
Tamil Nadu,2006,Minor,93,57,Male,1,9
Andhra Pradesh,2000,Moderate,45,63,Male,1,8
Maharashtra,2011,Moderate,68,40,Female,0,9
Kerala,2004,Minor,73,49,Male,1,6
Andhra Pradesh,2015,Moderate,46,27,Female,1,10
Maharashtra,2024,Minor,79,34,Female,0,9
Telangana,2003,Minor,113,52,Female,1,9
Telangana,2016,Minor,52,52,Male,1,8
Telangana,2023,Moderate,101,20,Male,0,11
Telangana,2020,Minor,104,53,Male,0,8
Kerala,2001,Moderate,80,46,Male,1,7
Tamil Nadu,2011,Moderate,81,66,Female,1,11
Maharashtra,2000,Moderate,105,63,Female,1,11
Kerala,2011,Moderate,50,44,Female,0,5
Telangana,2011,Moderate,89,48,Female,1,11
Tamil Nadu,2011,Minor,110,51,Male,1,10
Andhra Pradesh,2018,Moderate,74,29,Male,1,11
Andhra Pradesh,2024,Minor,119,54,Female,1,10
Andhra Pradesh,2016,Severe,118,42,Male,0,14
Telangana,2019,Severe,59,19,Female,0,6
Andhra Pradesh,2023,Minor,67,47,Female,1,10
Karnataka,2023,Moderate,76,61,Male,1,10
Maharashtra,2010,Severe,42,26,Female,0,7
Maharashtra,2012,Minor,98,40,Male,0,8
Telangana,2007,Moderate,112,26,Male,0,7
Karnataka,2009,Minor,66,37,Female,0,5
Kerala,2007,Moderate,71,18,Male,1,6
Kerala,2019,Severe,87,56,Male,0,10
Andhra Pradesh,2007,Moderate,85,40,Female,0,9
Tamil Nadu,2008,Moderate,86,35,Male,1,12
Kerala,2006,Severe,79,59,Male,1,9
Tamil Nadu,2013,Moderate,42,49,Male,1,9
Maharashtra,2001,Moderate,114,64,Male,1,12
Tamil Nadu,2024,Moderate,68,26,Male,1,11
Maharashtra,2010,Moderate,97,28,Male,1,12
Karnataka,2007,Severe,89,18,Female,1,10
Karnataka,2012,Severe,49,28,Male,0,7
Telangana,2020,Severe,100,50,Female,0,10
Telangana,2014,Moderate,100,47,Female,1,10
Andhra Pradesh,2002,Minor,62,22,Female,0,4
Kerala,2022,Severe,45,67,Female,0,7
Andhra Pradesh,2013,Moderate,114,18,Female,1,10
Maharashtra,2014,Severe,99,27,Female,0,12
Andhra Pradesh,2001,Minor,66,30,Male,0,4
Tamil Nadu,2018,Severe,94,44,Male,0,12
Maharashtra,2011,Minor,70,25,Female,0,7
Telangana,2024,Minor,69,45,Female,1,8
Karnataka,2019,Moderate,106,62,Female,0,10
Telangana,2003,Moderate,52,69,Male,0,6
Kerala,2002,Minor,98,19,Male,1,7
Maharashtra,2004,Moderate,93,70,Female,0,9
Maharashtra,2002,Minor,60,29,Female,1,8
Tamil Nadu,2024,Minor,82,44,Female,0,8
Kerala,2014,Minor,50,30,Female,0,3
Karnataka,2018,Severe,106,39,Female,1,12
Maharashtra,2001,Minor,77,57,Female,1,8
Maharashtra,2011,Minor,63,32,Male,1,10
Tamil Nadu,2004,Moderate,90,48,Male,0,8
Andhra Pradesh,2021,Moderate,115,24,Male,1,12
Karnataka,2016,Severe,100,56,Female,1,11
Telangana,2013,Severe,85,66,Male,0,10
Kerala,2021,Severe,82,68,Male,1,13
Maharashtra,2009,Minor,66,52,Female,0,7
Maharashtra,2002,Moderate,69,24,Female,0,8
Telangana,2003,Moderate,102,29,Female,1,9
Karnataka,2005,Minor,49,31,Female,1,6
Andhra Pradesh,2023,Minor,42,51,Female,0,8
Maharashtra,2024,Moderate,116,56,Male,1,14
Karnataka,2021,Minor,99,65,Male,0,10
Telangana,2015,Severe,66,26,Female,1,9
Tamil Nadu,2006,Severe,84,50,Female,1,12
Andhra Pradesh,2014,Minor,101,29,Male,0,7
Kerala,2020,Minor,63,51,Male,0,6
Maharashtra,2024,Severe,85,44,Male,1,14
Karnataka,2019,Minor,117,39,Female,0,7
Tamil Nadu,2010,Severe,83,35,Female,1,11
Kerala,2021,Moderate,102,63,Female,1,10
Karnataka,2020,Severe,43,61,Female,0,8
Karnataka,2000,Moderate,55,35,Male,0,5
Kerala,2004,Minor,90,54,Male,0,4
Tamil Nadu,2012,Minor,113,24,Female,1,10
Telangana,2020,Moderate,87,21,Male,1,11
Tamil Nadu,2013,Severe,104,62,Female,0,10
Andhra Pradesh,2008,Minor,108,33,Male,0,8
Maharashtra,2016,Moderate,116,39,Female,1,13
Kerala,2014,Minor,84,65,Female,1,8
Telangana,2020,Severe,42,68,Male,0,9
Kerala,2006,Severe,56,53,Male,0,7
Kerala,2021,Minor,76,37,Male,1,8
Tamil Nadu,2021,Minor,44,48,Male,1,9
Maharashtra,2011,Minor,86,69,Male,0,10
Andhra Pradesh,2022,Moderate,83,50,Female,1,13
Karnataka,2005,Moderate,72,30,Female,1,9
Karnataka,2020,Minor,60,69,Female,1,8
Kerala,2015,Severe,106,37,Male,0,9
Maharashtra,2004,Moderate,107,58,Female,1,13
Telangana,2008,Moderate,71,59,Male,0,9
Tamil Nadu,2013,Minor,63,55,Male,1,9
Maharashtra,2007,Minor,74,39,Male,1,10
Maharashtra,2013,Moderate,57,56,Female,0,8
Tamil Nadu,2011,Moderate,106,40,Female,0,9
Kerala,2009,Moderate,93,65,Male,1,8
Maharashtra,2019,Severe,65,66,Female,0,11
Karnataka,2019,Moderate,99,50,Female,0,9
Tamil Nadu,2020,Minor,104,58,Male,0,9
Telangana,2012,Severe,90,47,Male,1,12
Andhra Pradesh,2018,Moderate,99,31,Female,0,10
Kerala,2014,Minor,98,64,Female,1,9
Tamil Nadu,2007,Minor,115,53,Male,0,8
Andhra Pradesh,2022,Severe,56,25,Female,0,10
Andhra Pradesh,2020,Severe,60,64,Female,1,14
Telangana,2009,Minor,106,39,Female,1,8
Maharashtra,2002,Minor,67,21,Male,0,6
Telangana,2020,Moderate,83,68,Male,1,11
Maharashtra,2002,Severe,109,52,Male,1,14
Maharashtra,2004,Minor,101,25,Female,0,6
Tamil Nadu,2015,Severe,81,51,Male,0,11
Tamil Nadu,2016,Minor,61,39,Male,1,10
Kerala,2005,Minor,77,42,Female,0,5
Maharashtra,2019,Minor,53,42,Female,1,8
Andhra Pradesh,2019,Minor,65,57,Female,1,11
Karnataka,2015,Minor,79,57,Female,1,8
Kerala,2023,Severe,93,34,Male,0,10
Tamil Nadu,2001,Minor,52,33,Male,1,7
Telangana,2019,Minor,58,65,Female,0,7
Kerala,2014,Minor,81,65,Male,1,7
Kerala,2017,Severe,80,56,Male,1,11
Kerala,2000,Severe,89,32,Female,1,8
Kerala,2018,Minor,42,34,Female,0,3
Karnataka,2011,Moderate,70,52,Female,0,6
Telangana,2007,Minor,115,50,Male,1,9
Telangana,2005,Moderate,54,57,Male,1,9
Telangana,2011,Minor,93,56,Male,0,7
Maharashtra,2006,Moderate,92,35,Male,1,11
Andhra Pradesh,2017,Moderate,84,47,Male,0,8
Telangana,2021,Moderate,77,40,Male,1,11
Kerala,2013,Minor,117,54,Female,1,7
Kerala,2007,Minor,119,64,Female,0,6
Telangana,2023,Moderate,89,24,Female,0,9
Telangana,2019,Moderate,63,27,Female,0,8
Kerala,2021,Minor,56,33,Male,1,6
Maharashtra,2013,Severe,57,45,Female,1,12
Tamil Nadu,2004,Moderate,81,40,Female,0,8
Tamil Nadu,2008,Minor,56,51,Female,1,7
Telangana,2007,Minor,55,35,Female,1,7
Karnataka,2001,Severe,91,64,Male,1,10
Telangana,2015,Minor,75,40,Male,0,6
Telangana,2012,Severe,78,68,Male,0,10
Tamil Nadu,2006,Moderate,120,37,Female,1,10
Kerala,2015,Minor,64,48,Female,1,7
Telangana,2006,Moderate,81,31,Male,1,8
Kerala,2013,Minor,60,40,Female,0,5
Kerala,2013,Minor,107,19,Female,0,5
Karnataka,2011,Minor,98,46,Male,0,7
Kerala,2000,Severe,69,67,Female,0,6
Tamil Nadu,2000,Moderate,96,26,Female,0,7
Maharashtra,2011,Minor,72,50,Female,1,9
Maharashtra,2019,Minor,92,65,Female,1,12
Andhra Pradesh,2020,Moderate,55,61,Female,0,9
Telangana,2014,Minor,88,29,Female,0,6
Tamil Nadu,2003,Minor,44,36,Female,0,4
Kerala,2006,Minor,116,59,Female,0,5
Maharashtra,2015,Moderate,99,37,Female,1,11
Tamil Nadu,2002,Minor,110,54,Female,1,10
Maharashtra,2006,Moderate,120,48,Male,1,12
Kerala,2023,Moderate,94,52,Male,1,11
Maharashtra,2021,Severe,74,58,Male,0,11
Telangana,2005,Severe,108,38,Male,0,10
Telangana,2015,Moderate,81,64,Female,0,9
Andhra Pradesh,2023,Moderate,108,63,Male,1,14
Andhra Pradesh,2007,Severe,63,60,Male,1,12
Maharashtra,2022,Moderate,110,30,Male,1,15
Tamil Nadu,2021,Moderate,110,56,Male,1,14
Telangana,2005,Minor,94,44,Male,1,8
Tamil Nadu,2009,Severe,53,42,Female,0,8
Tamil Nadu,2015,Minor,94,19,Male,1,9
Maharashtra,2010,Minor,54,52,Female,1,9
Tamil Nadu,2012,Moderate,44,69,Female,1,11
Telangana,2005,Severe,43,25,Female,0,7
Kerala,2023,Moderate,69,50,Female,1,8
Andhra Pradesh,2000,Severe,92,42,Male,1,12
Kerala,2020,Severe,112,38,Female,0,10
Tamil Nadu,2018,Moderate,69,53,Female,0,8
Kerala,2011,Moderate,100,30,Female,0,7
Telangana,2023,Moderate,110,63,Male,1,13
Telangana,2005,Severe,107,26,Female,1,11
Tamil Nadu,2017,Moderate,94,52,Male,1,13
Maharashtra,2012,Severe,110,63,Male,1,15
Kerala,2006,Minor,112,53,Female,0,5
Maharashtra,2022,Minor,81,66,Female,0,10
Maharashtra,2012,Minor,116,64,Female,0,10
Karnataka,2020,Moderate,68,61,Female,0,8
Tamil Nadu,2007,Severe,74,63,Male,1,12
Andhra Pradesh,2020,Minor,84,68,Female,0,8
Telangana,2016,Minor,113,27,Male,1,9
Telangana,2008,Minor,68,22,Male,1,7
Tamil Nadu,2019,Moderate,109,48,Male,0,12
Andhra Pradesh,2012,Minor,42,41,Male,1,7
Telangana,2001,Minor,96,49,Female,1,6
Tamil Nadu,2003,Severe,105,66,Male,1,14
Telangana,2024,Minor,61,66,Male,0,8
Maharashtra,2001,Moderate,66,20,Female,1,10
Kerala,2003,Moderate,61,33,Female,1,8
Kerala,2017,Moderate,113,58,Female,1,11
Telangana,2004,Minor,88,66,Female,0,5
Karnataka,2018,Severe,63,37,Male,1,11
Andhra Pradesh,2009,Moderate,66,61,Male,1,10
Andhra Pradesh,2017,Minor,75,41,Male,1,10
Andhra Pradesh,2024,Minor,56,51,Male,0,7
Maharashtra,2020,Minor,95,69,Male,0,11
Andhra Pradesh,2009,Severe,49,65,Male,0,10
Kerala,2004,Moderate,93,40,Female,1,8
Maharashtra,2016,Minor,120,70,Female,1,13
Tamil Nadu,2021,Minor,113,55,Male,1,12
Andhra Pradesh,2012,Severe,113,19,Male,1,12
Andhra Pradesh,2022,Severe,77,58,Male,1,14
Tamil Nadu,2016,Moderate,120,22,Male,0,10
Andhra Pradesh,2008,Moderate,43,35,Male,0,8
Tamil Nadu,2023,Severe,89,70,Female,1,15
Maharashtra,2011,Moderate,100,67,Female,0,10
Kerala,2013,Moderate,60,46,Female,0,6
Tamil Nadu,2013,Minor,75,27,Male,1,10
Karnataka,2007,Severe,85,59,Male,1,12
Tamil Nadu,2022,Minor,110,59,Female,0,9
Andhra Pradesh,2004,Minor,83,67,Male,0,6
Maharashtra,2018,Severe,103,33,Male,1,13
Telangana,2013,Moderate,57,40,Male,1,10
Maharashtra,2008,Severe,52,47,Male,1,11
Telangana,2006,Moderate,52,23,Female,0,4
Tamil Nadu,2007,Severe,64,61,Male,0,10
Kerala,2013,Minor,44,53,Female,1,6
Karnataka,2021,Moderate,78,37,Male,1,12
Maharashtra,2013,Minor,68,33,Female,1,9
Andhra Pradesh,2010,Minor,96,45,Female,1,9
Telangana,2013,Minor,85,43,Male,1,8
Andhra Pradesh,2020,Moderate,72,39,Female,0,7
Kerala,2007,Minor,49,28,Female,0,4
Telangana,2002,Moderate,97,18,Female,1,9
Maharashtra,2022,Minor,64,22,Female,1,10
Tamil Nadu,2017,Minor,113,66,Female,1,12
Andhra Pradesh,2002,Moderate,78,60,Male,0,9
Kerala,2012,Severe,55,63,Female,1,10
Maharashtra,2011,Minor,99,58,Male,0,9
Maharashtra,2014,Moderate,67,59,Female,0,9
Maharashtra,2017,Severe,115,53,Female,1,14
Maharashtra,2004,Moderate,83,19,Male,1,11
Telangana,2006,Moderate,97,23,Female,1,9
Maharashtra,2010,Minor,71,44,Female,1,10
Andhra Pradesh,2010,Moderate,102,43,Female,1,11
Kerala,2014,Minor,84,52,Male,0,6
Telangana,2009,Moderate,92,30,Male,0,8
Maharashtra,2014,Severe,100,29,Female,1,13
Karnataka,2012,Moderate,89,35,Male,1,9
Karnataka,2013,Minor,66,55,Female,1,7
Kerala,2016,Severe,65,59,Male,1,11
Tamil Nadu,2012,Moderate,42,23,Male,1,9
Tamil Nadu,2009,Severe,78,45,Male,0,10
Telangana,2024,Moderate,104,45,Female,0,9
Telangana,2000,Minor,74,42,Male,0,6
Telangana,2000,Moderate,92,22,Female,0,6
Tamil Nadu,2014,Moderate,85,32,Male,1,11
Karnataka,2015,Minor,107,64,Female,1,10
Tamil Nadu,2011,Moderate,61,61,Female,1,10
Andhra Pradesh,2023,Moderate,99,26,Male,0,9
Maharashtra,2005,Moderate,45,62,Male,0,8
Telangana,2005,Minor,91,65,Female,1,8
Karnataka,2011,Moderate,112,70,Female,0,10
Kerala,2024,Minor,114,19,Male,1,10
Kerala,2014,Moderate,112,66,Male,1,11
Maharashtra,2003,Minor,68,26,Female,1,6
Karnataka,2023,Minor,82,43,Female,1,10
Tamil Nadu,2003,Minor,113,40,Female,0,8
Tamil Nadu,2001,Minor,73,68,Female,1,9
Andhra Pradesh,2023,Moderate,70,45,Male,1,12
Andhra Pradesh,2011,Severe,85,23,Male,1,12
Tamil Nadu,2006,Moderate,43,21,Male,1,9
Kerala,2019,Moderate,41,47,Male,1,8
Telangana,2008,Severe,44,64,Male,0,8
Kerala,2008,Severe,85,35,Male,1,10
Andhra Pradesh,2007,Severe,118,47,Female,1,13
Maharashtra,2013,Minor,58,44,Male,0,8
Tamil Nadu,2000,Moderate,77,61,Female,1,10
Andhra Pradesh,2022,Severe,98,48,Male,1,14
Andhra Pradesh,2020,Severe,118,61,Male,1,15
Telangana,2022,Moderate,111,69,Female,1,12
Tamil Nadu,2011,Minor,59,66,Male,1,9
Telangana,2024,Severe,115,56,Female,1,14
Tamil Nadu,2001,Moderate,107,47,Female,1,9
Telangana,2012,Minor,92,69,Female,0,7
Kerala,2003,Minor,94,54,Male,1,7
Maharashtra,2019,Moderate,78,29,Female,1,10
Maharashtra,2017,Minor,75,34,Female,1,10
Tamil Nadu,2018,Minor,97,51,Female,0,8
Karnataka,2015,Severe,54,45,Female,1,10
Andhra Pradesh,2013,Minor,40,21,Female,1,7
Andhra Pradesh,2007,Moderate,48,51,Male,1,10
Tamil Nadu,2011,Severe,62,63,Male,0,11
Telangana,2008,Moderate,91,31,Male,1,10
